id,name,decade,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
34zhjduFdQFhkRUJ230h9T,April In Paris,1950,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,audio_features,spotify:track:34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/tracks/34zhjduFdQFhkRUJ230h9T,https://api.spotify.com/v1/audio-analysis/34zhjduFdQFhkRUJ230h9T,185587,4
4LJcNiq2pBb8OeqrGdBJQw,I'm Sorry,1950,0.558,0.223,10,-12.362,1,0.0299,0.868,0.000972,0.13,0.303,101.711,audio_features,spotify:track:4LJcNiq2pBb8OeqrGdBJQw,https://api.spotify.com/v1/tracks/4LJcNiq2pBb8OeqrGdBJQw,https://api.spotify.com/v1/audio-analysis/4LJcNiq2pBb8OeqrGdBJQw,161547,3
24lvdbt9pS7DFEjhEWSl49,You Send Me,1950,0.558,0.311,4,-9.582,0,0.0288,0.887,0.0,0.118,0.415,95.978,audio_features,spotify:track:24lvdbt9pS7DFEjhEWSl49,https://api.spotify.com/v1/tracks/24lvdbt9pS7DFEjhEWSl49,https://api.spotify.com/v1/audio-analysis/24lvdbt9pS7DFEjhEWSl49,163480,4
4ZfQwNx3FlCN07cnUvekh3,Ain't That A Shame,1950,0.486,0.501,4,-8.57,1,0.0326,0.767,7.6e-05,0.0679,0.942,122.894,audio_features,spotify:track:4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/tracks/4ZfQwNx3FlCN07cnUvekh3,https://api.spotify.com/v1/audio-analysis/4ZfQwNx3FlCN07cnUvekh3,152200,4
5ueyLj6e6oVaTY0KQ6yLaA,All Shook Up,1950,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,audio_features,spotify:track:5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/tracks/5ueyLj6e6oVaTY0KQ6yLaA,https://api.spotify.com/v1/audio-analysis/5ueyLj6e6oVaTY0KQ6yLaA,117080,4
2OARIMw1hpehr86Iwmv04c,Peggy Sue,1950,0.676,0.424,9,-8.132,1,0.0329,0.947,0.000494,0.119,0.493,148.373,audio_features,spotify:track:2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/tracks/2OARIMw1hpehr86Iwmv04c,https://api.spotify.com/v1/audio-analysis/2OARIMw1hpehr86Iwmv04c,150960,4
1hFB1obL3dCyIDigkojSTm,Lollipop,1950,0.65,0.593,7,-6.374,0,0.122,0.585,0.00244,0.441,0.825,143.179,audio_features,spotify:track:1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/tracks/1hFB1obL3dCyIDigkojSTm,https://api.spotify.com/v1/audio-analysis/1hFB1obL3dCyIDigkojSTm,130533,4
5ytPMYb6dkoli8sNSEsdmZ,Love Potion No. 9 - Remastered / Single Version,1950,0.738,0.451,7,-12.949,1,0.146,0.572,0.0,0.175,0.793,128.853,audio_features,spotify:track:5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/tracks/5ytPMYb6dkoli8sNSEsdmZ,https://api.spotify.com/v1/audio-analysis/5ytPMYb6dkoli8sNSEsdmZ,113200,4
3h4udS0WeWbsur3yfjvnm4,Reet Petite,1950,0.664,0.66,5,-6.526,1,0.13,0.447,0.0,0.298,0.873,84.345,audio_features,spotify:track:3h4udS0WeWbsur3yfjvnm4,https://api.spotify.com/v1/tracks/3h4udS0WeWbsur3yfjvnm4,https://api.spotify.com/v1/audio-analysis/3h4udS0WeWbsur3yfjvnm4,169240,4
3P6OwCX7Ofiaaqtvujb6i5,Sixteen Tons,1950,0.693,0.324,11,-15.085,1,0.205,0.796,0.0,0.246,0.382,144.14,audio_features,spotify:track:3P6OwCX7Ofiaaqtvujb6i5,https://api.spotify.com/v1/tracks/3P6OwCX7Ofiaaqtvujb6i5,https://api.spotify.com/v1/audio-analysis/3P6OwCX7Ofiaaqtvujb6i5,158307,4
3Lbxie6whOW4eMt4jtI32k,Yakety Yak - 2007 Remaster,1950,0.641,0.834,7,-7.831,1,0.242,0.626,0.000534,0.131,0.849,120.948,audio_features,spotify:track:3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/tracks/3Lbxie6whOW4eMt4jtI32k,https://api.spotify.com/v1/audio-analysis/3Lbxie6whOW4eMt4jtI32k,116027,4
7bflxIMDz5mFxhQyYx1CEh,Magic Moments,1950,0.719,0.257,0,-14.446,0,0.0435,0.88,2.61e-06,0.257,0.75,103.829,audio_features,spotify:track:7bflxIMDz5mFxhQyYx1CEh,https://api.spotify.com/v1/tracks/7bflxIMDz5mFxhQyYx1CEh,https://api.spotify.com/v1/audio-analysis/7bflxIMDz5mFxhQyYx1CEh,159907,4
2HyPrPSANTIPkR6CfiytwY,Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),1950,0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,0.254,147.721,audio_features,spotify:track:2HyPrPSANTIPkR6CfiytwY,https://api.spotify.com/v1/tracks/2HyPrPSANTIPkR6CfiytwY,https://api.spotify.com/v1/audio-analysis/2HyPrPSANTIPkR6CfiytwY,223373,4
4LcrHUkRmXG3c0YD5VYutn,At The Hop,1950,0.407,0.826,8,-8.29,1,0.0495,0.693,1.57e-05,0.285,0.891,192.21,audio_features,spotify:track:4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/tracks/4LcrHUkRmXG3c0YD5VYutn,https://api.spotify.com/v1/audio-analysis/4LcrHUkRmXG3c0YD5VYutn,150867,4
3mKdw0slI6wmnb1FBrvwn2,I Get A Kick Out Of You,1950,0.395,0.375,5,-10.966,0,0.0381,0.555,0.0,0.576,0.775,178.105,audio_features,spotify:track:3mKdw0slI6wmnb1FBrvwn2,https://api.spotify.com/v1/tracks/3mKdw0slI6wmnb1FBrvwn2,https://api.spotify.com/v1/audio-analysis/3mKdw0slI6wmnb1FBrvwn2,194093,4
01u6AEzGbGbQyYVdxajxqk,Don't Be Cruel,1950,0.697,0.55,2,-11.496,1,0.179,0.856,3.44e-05,0.0907,0.844,84.802,audio_features,spotify:track:01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/tracks/01u6AEzGbGbQyYVdxajxqk,https://api.spotify.com/v1/audio-analysis/01u6AEzGbGbQyYVdxajxqk,122893,4
3NhqNUMkRhHxEHbQ3bUaCc,Only You (And You Alone),1950,0.394,0.309,3,-10.812,1,0.0296,0.906,0.0,0.144,0.291,84.003,audio_features,spotify:track:3NhqNUMkRhHxEHbQ3bUaCc,https://api.spotify.com/v1/tracks/3NhqNUMkRhHxEHbQ3bUaCc,https://api.spotify.com/v1/audio-analysis/3NhqNUMkRhHxEHbQ3bUaCc,166467,4
2xKfXRhw5xaUXfevJJspZf,Why Do Fools Fall in Love,1950,0.388,0.532,1,-8.685,1,0.102,0.51,3.06e-06,0.0974,0.845,173.586,audio_features,spotify:track:2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/tracks/2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/audio-analysis/2xKfXRhw5xaUXfevJJspZf,139667,4
7GnMzVWOHLBPcfco4L1GtE,Earth Angel,1950,0.487,0.338,8,-11.121,1,0.0271,0.84,0.0,0.196,0.433,78.983,audio_features,spotify:track:7GnMzVWOHLBPcfco4L1GtE,https://api.spotify.com/v1/tracks/7GnMzVWOHLBPcfco4L1GtE,https://api.spotify.com/v1/audio-analysis/7GnMzVWOHLBPcfco4L1GtE,171067,4
4IYyGIbMS5ZkxDXGfPIrXr,Come Go With Me,1950,0.566,0.534,5,-9.416,0,0.0409,0.713,0.0,0.0883,0.582,129.69,audio_features,spotify:track:4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/tracks/4IYyGIbMS5ZkxDXGfPIrXr,https://api.spotify.com/v1/audio-analysis/4IYyGIbMS5ZkxDXGfPIrXr,162293,4
0GVvRmCoiLkhxJvlZy9bLk,In The Still of the Night,1950,0.43,0.33,6,-10.621,1,0.0353,0.876,0.0,0.105,0.316,108.824,audio_features,spotify:track:0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/tracks/0GVvRmCoiLkhxJvlZy9bLk,https://api.spotify.com/v1/audio-analysis/0GVvRmCoiLkhxJvlZy9bLk,187667,3
7Gpx2fNJiilvrf9Ss8qbit,Calendar Girl,1950,0.703,0.649,8,-7.727,0,0.0312,0.397,0.0,0.209,0.862,122.719,audio_features,spotify:track:7Gpx2fNJiilvrf9Ss8qbit,https://api.spotify.com/v1/tracks/7Gpx2fNJiilvrf9Ss8qbit,https://api.spotify.com/v1/audio-analysis/7Gpx2fNJiilvrf9Ss8qbit,159693,4
0x0ffSAP6PkdoDgHOfroof,My Funny Valentine - Remastered,1950,0.257,0.125,11,-14.267,0,0.0332,0.891,0.0,0.108,0.245,84.93,audio_features,spotify:track:0x0ffSAP6PkdoDgHOfroof,https://api.spotify.com/v1/tracks/0x0ffSAP6PkdoDgHOfroof,https://api.spotify.com/v1/audio-analysis/0x0ffSAP6PkdoDgHOfroof,150667,4
5d6ZRqgbz26Sg4bk1oifQw,Blue Suede Shoes,1950,0.548,0.673,4,-7.318,0,0.0364,0.448,8.53e-05,0.342,0.965,168.891,audio_features,spotify:track:5d6ZRqgbz26Sg4bk1oifQw,https://api.spotify.com/v1/tracks/5d6ZRqgbz26Sg4bk1oifQw,https://api.spotify.com/v1/audio-analysis/5d6ZRqgbz26Sg4bk1oifQw,134446,4
1CTex49P0iWwzUGsMNjgaV,Strange Fruit,1950,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,audio_features,spotify:track:1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/tracks/1CTex49P0iWwzUGsMNjgaV,https://api.spotify.com/v1/audio-analysis/1CTex49P0iWwzUGsMNjgaV,192867,1
760clbeDBWmBsBLbszWuNZ,I'm A Man,1950,0.513,0.546,0,-15.672,1,0.0391,0.333,0.0,0.17,0.834,85.527,audio_features,spotify:track:760clbeDBWmBsBLbszWuNZ,https://api.spotify.com/v1/tracks/760clbeDBWmBsBLbszWuNZ,https://api.spotify.com/v1/audio-analysis/760clbeDBWmBsBLbszWuNZ,164547,4
4tmy6FB76bR5eLmx0zO1mn,Pennies From Heaven,1950,0.515,0.408,8,-11.96,1,0.194,0.452,0.0,0.0682,0.915,185.767,audio_features,spotify:track:4tmy6FB76bR5eLmx0zO1mn,https://api.spotify.com/v1/tracks/4tmy6FB76bR5eLmx0zO1mn,https://api.spotify.com/v1/audio-analysis/4tmy6FB76bR5eLmx0zO1mn,141667,4
1V4NaFlrUCK49MXcdOcVeS,They Can't Take That Away From Me,1950,0.563,0.136,3,-17.402,1,0.0683,0.87,0.0,0.106,0.368,104.928,audio_features,spotify:track:1V4NaFlrUCK49MXcdOcVeS,https://api.spotify.com/v1/tracks/1V4NaFlrUCK49MXcdOcVeS,https://api.spotify.com/v1/audio-analysis/1V4NaFlrUCK49MXcdOcVeS,280000,4
5KG2ahk1cONbHvg3dBdTbx,Mr. Lonely,1950,0.245,0.293,4,-10.361,1,0.0303,0.817,0.0,0.177,0.344,168.984,audio_features,spotify:track:5KG2ahk1cONbHvg3dBdTbx,https://api.spotify.com/v1/tracks/5KG2ahk1cONbHvg3dBdTbx,https://api.spotify.com/v1/audio-analysis/5KG2ahk1cONbHvg3dBdTbx,161373,3
4bzvhZFlV9UqQ3EmV2i8s4,Who's Sorry Now,1950,0.522,0.326,3,-6.448,1,0.0273,0.755,2.26e-05,0.36,0.443,87.535,audio_features,spotify:track:4bzvhZFlV9UqQ3EmV2i8s4,https://api.spotify.com/v1/tracks/4bzvhZFlV9UqQ3EmV2i8s4,https://api.spotify.com/v1/audio-analysis/4bzvhZFlV9UqQ3EmV2i8s4,136627,4
4uxsv9PjV3Yeyn51RdWvGJ,Misty,1950,0.216,0.267,8,-13.561,1,0.0351,0.876,2.7e-05,0.109,0.218,82.098,audio_features,spotify:track:4uxsv9PjV3Yeyn51RdWvGJ,https://api.spotify.com/v1/tracks/4uxsv9PjV3Yeyn51RdWvGJ,https://api.spotify.com/v1/audio-analysis/4uxsv9PjV3Yeyn51RdWvGJ,216573,4
07GtDOCxmye5KDWsTSACPk,Chantilly Lace,1950,0.489,0.806,3,-6.054,1,0.0858,0.841,2.96e-05,0.0687,0.944,172.269,audio_features,spotify:track:07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/tracks/07GtDOCxmye5KDWsTSACPk,https://api.spotify.com/v1/audio-analysis/07GtDOCxmye5KDWsTSACPk,145267,4
33aYzW5ToRjiFOzkubeJ8H,Rave On,1950,0.566,0.711,0,-6.536,1,0.0335,0.611,6.59e-06,0.417,0.961,159.629,audio_features,spotify:track:33aYzW5ToRjiFOzkubeJ8H,https://api.spotify.com/v1/tracks/33aYzW5ToRjiFOzkubeJ8H,https://api.spotify.com/v1/audio-analysis/33aYzW5ToRjiFOzkubeJ8H,109960,4
4YXKKnIZuk7UtXH5oC0ffa,Lucille,1950,0.676,0.708,8,-12.115,0,0.0698,0.592,0.000307,0.166,0.919,143.669,audio_features,spotify:track:4YXKKnIZuk7UtXH5oC0ffa,https://api.spotify.com/v1/tracks/4YXKKnIZuk7UtXH5oC0ffa,https://api.spotify.com/v1/audio-analysis/4YXKKnIZuk7UtXH5oC0ffa,143827,4
3SQhmctWreNM0X6Zkm2K5R,Maybellene,1950,0.756,0.768,0,-10.701,1,0.112,0.735,0.0,0.182,0.783,118.208,audio_features,spotify:track:3SQhmctWreNM0X6Zkm2K5R,https://api.spotify.com/v1/tracks/3SQhmctWreNM0X6Zkm2K5R,https://api.spotify.com/v1/audio-analysis/3SQhmctWreNM0X6Zkm2K5R,143240,4
7ycFNferNuk6wAjBa0vWvl,Little Darlin',1950,0.631,0.587,6,-11.402,1,0.042,0.536,0.29,0.333,0.664,152.851,audio_features,spotify:track:7ycFNferNuk6wAjBa0vWvl,https://api.spotify.com/v1/tracks/7ycFNferNuk6wAjBa0vWvl,https://api.spotify.com/v1/audio-analysis/7ycFNferNuk6wAjBa0vWvl,129333,4
7vAw4LLIms6X8ZHcbtoazz,I Wonder Why,1950,0.506,0.699,10,-3.834,1,0.0348,0.569,0.0,0.158,0.901,103.463,audio_features,spotify:track:7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/tracks/7vAw4LLIms6X8ZHcbtoazz,https://api.spotify.com/v1/audio-analysis/7vAw4LLIms6X8ZHcbtoazz,141387,4
1xVOttVNT27FBTD8iHjOfU,It's Only Make Believe,1950,0.461,0.466,11,-9.627,1,0.0598,0.86,2.76e-05,0.135,0.251,128.537,audio_features,spotify:track:1xVOttVNT27FBTD8iHjOfU,https://api.spotify.com/v1/tracks/1xVOttVNT27FBTD8iHjOfU,https://api.spotify.com/v1/audio-analysis/1xVOttVNT27FBTD8iHjOfU,132027,4
7tqhbajSfrz2F7E1Z75ASX,Ain't No Mountain High Enough,1960,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,audio_features,spotify:track:7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/tracks/7tqhbajSfrz2F7E1Z75ASX,https://api.spotify.com/v1/audio-analysis/7tqhbajSfrz2F7E1Z75ASX,151667,4
4BP3uh0hFLFRb5cjsgLqDh,Fortunate Son,1960,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,audio_features,spotify:track:4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/tracks/4BP3uh0hFLFRb5cjsgLqDh,https://api.spotify.com/v1/audio-analysis/4BP3uh0hFLFRb5cjsgLqDh,140773,4
6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,1960,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,spotify:track:6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,https://api.spotify.com/v1/audio-analysis/6dGnYIeXmHdcikdzNNDMm2,185733,4
63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",1960,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,1960,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4
745H5CctFr12Mo7cqa1BMH,My Girl,1960,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,audio_features,spotify:track:745H5CctFr12Mo7cqa1BMH,https://api.spotify.com/v1/tracks/745H5CctFr12Mo7cqa1BMH,https://api.spotify.com/v1/audio-analysis/745H5CctFr12Mo7cqa1BMH,165000,4
4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,1960,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,audio_features,spotify:track:4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/tracks/4s6LhHAV5SEsOV0lC2tjvJ,https://api.spotify.com/v1/audio-analysis/4s6LhHAV5SEsOV0lC2tjvJ,162373,4
1qRA5BS78u3gME0loMl9AA,For What It's Worth,1960,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,audio_features,spotify:track:1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/tracks/1qRA5BS78u3gME0loMl9AA,https://api.spotify.com/v1/audio-analysis/1qRA5BS78u3gME0loMl9AA,153693,4
44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,1960,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,audio_features,spotify:track:44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/tracks/44AyOl4qVkzS48vBsbNXaC,https://api.spotify.com/v1/audio-analysis/44AyOl4qVkzS48vBsbNXaC,182360,3
62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline,1960,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,audio_features,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,https://api.spotify.com/v1/tracks/62AuGbAkt8Ox2IrFFb8GKV,https://api.spotify.com/v1/audio-analysis/62AuGbAkt8Ox2IrFFb8GKV,203573,4
20OFwXhEXf12DzwXmaV7fj,Bad Moon Rising,1960,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,audio_features,spotify:track:20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,141600,4
29U7stRjqHU6rMiS8BfaI9,What A Wonderful World,1960,0.271,0.165,5,-20.652,1,0.0351,0.729,1.6e-06,0.118,0.203,77.082,audio_features,spotify:track:29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/tracks/29U7stRjqHU6rMiS8BfaI9,https://api.spotify.com/v1/audio-analysis/29U7stRjqHU6rMiS8BfaI9,139227,4
2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,1960,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,audio_features,spotify:track:2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,https://api.spotify.com/v1/audio-analysis/2EqlS6tkEnglzr7tkKAAYD,259947,4
6H3kDe7CGoWYBabAeVWGiD,Gimme Shelter,1960,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,audio_features,spotify:track:6H3kDe7CGoWYBabAeVWGiD,https://api.spotify.com/v1/tracks/6H3kDe7CGoWYBabAeVWGiD,https://api.spotify.com/v1/audio-analysis/6H3kDe7CGoWYBabAeVWGiD,270773,4
4Hhv2vrOTy89HFRcjU3QOx,At Last,1960,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43,audio_features,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,https://api.spotify.com/v1/tracks/4Hhv2vrOTy89HFRcjU3QOx,https://api.spotify.com/v1/audio-analysis/4Hhv2vrOTy89HFRcjU3QOx,179693,3
7s25THrKz86DM225dOYwnr,Respect,1960,0.805,0.558,0,-5.226,1,0.041,0.164,2.2e-05,0.0546,0.965,114.95,audio_features,spotify:track:7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/tracks/7s25THrKz86DM225dOYwnr,https://api.spotify.com/v1/audio-analysis/7s25THrKz86DM225dOYwnr,147600,4
0iOZM63lendWRTTeKhZBSC,"Mrs. Robinson - From ""The Graduate"" Soundtrack",1960,0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,audio_features,spotify:track:0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/tracks/0iOZM63lendWRTTeKhZBSC,https://api.spotify.com/v1/audio-analysis/0iOZM63lendWRTTeKhZBSC,244027,4
1JO1xLtVc8mWhIoE3YaCL0,Happy Together,1960,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,audio_features,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/tracks/1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/audio-analysis/1JO1xLtVc8mWhIoE3YaCL0,176293,4
6b6IMqP565TbtFFZg9iFf3,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1960,0.667,0.599,0,-8.894,1,0.0291,0.245,0.0,0.107,0.971,127.935,audio_features,spotify:track:6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/tracks/6b6IMqP565TbtFFZg9iFf3,https://api.spotify.com/v1/audio-analysis/6b6IMqP565TbtFFZg9iFf3,160280,4
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,1960,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,audio_features,spotify:track:0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/tracks/0hCB0YR03f6AmQaHbwWDe8,https://api.spotify.com/v1/audio-analysis/0hCB0YR03f6AmQaHbwWDe8,333893,4
3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,1960,0.332,0.179,5,-11.83,1,0.0326,0.879,0.0,0.0886,0.315,96.529,audio_features,spotify:track:3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/tracks/3BQHpFgAp4l80e1XslIjNI,https://api.spotify.com/v1/audio-analysis/3BQHpFgAp4l80e1XslIjNI,125667,4
48i055G1OT5KxGGftwFxWy,"Oh, Pretty Woman",1960,0.619,0.603,9,-9.481,1,0.0342,0.712,0.0,0.0721,0.958,127.433,audio_features,spotify:track:48i055G1OT5KxGGftwFxWy,https://api.spotify.com/v1/tracks/48i055G1OT5KxGGftwFxWy,https://api.spotify.com/v1/audio-analysis/48i055G1OT5KxGGftwFxWy,178933,4
6pxWv6GV35VGmcPf5dh6CH,Proud Mary,1960,0.699,0.641,2,-7.564,1,0.0289,0.13,0.000218,0.0601,0.728,120.745,audio_features,spotify:track:6pxWv6GV35VGmcPf5dh6CH,https://api.spotify.com/v1/tracks/6pxWv6GV35VGmcPf5dh6CH,https://api.spotify.com/v1/audio-analysis/6pxWv6GV35VGmcPf5dh6CH,187213,4
3G7tRC24Uh09Hmp1KZ7LQ2,I'm a Believer - 2006 Remaster,1960,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,audio_features,spotify:track:3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/tracks/3G7tRC24Uh09Hmp1KZ7LQ2,https://api.spotify.com/v1/audio-analysis/3G7tRC24Uh09Hmp1KZ7LQ2,167373,4
1OppEieGNdItZbE14gLBEv,You Can't Hurry Love,1960,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,audio_features,spotify:track:1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/tracks/1OppEieGNdItZbE14gLBEv,https://api.spotify.com/v1/audio-analysis/1OppEieGNdItZbE14gLBEv,167933,4
4feXcsElKIVsGwkbnTHAfV,Somethin' Stupid,1960,0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,audio_features,spotify:track:4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/tracks/4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/audio-analysis/4feXcsElKIVsGwkbnTHAfV,162493,4
3TlIt0ReIxPsVZcOEivT5U,It's Not Unusual,1960,0.476,0.722,0,-10.017,1,0.0646,0.598,0.0,0.184,0.909,92.966,audio_features,spotify:track:3TlIt0ReIxPsVZcOEivT5U,https://api.spotify.com/v1/tracks/3TlIt0ReIxPsVZcOEivT5U,https://api.spotify.com/v1/audio-analysis/3TlIt0ReIxPsVZcOEivT5U,119800,4
1Ud6moTC0KyXMq1Oxfien0,Sympathy For The Devil - 50th Anniversary Edition,1960,0.702,0.668,9,-9.237,1,0.214,0.518,0.0,0.0588,0.561,116.063,audio_features,spotify:track:1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/tracks/1Ud6moTC0KyXMq1Oxfien0,https://api.spotify.com/v1/audio-analysis/1Ud6moTC0KyXMq1Oxfien0,378147,4
5ZBeML7Lf3FMEVviTyvi8l,Twist And Shout - Remastered 2009,1960,0.482,0.849,2,-9.198,1,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,audio_features,spotify:track:5ZBeML7Lf3FMEVviTyvi8l,https://api.spotify.com/v1/tracks/5ZBeML7Lf3FMEVviTyvi8l,https://api.spotify.com/v1/audio-analysis/5ZBeML7Lf3FMEVviTyvi8l,155227,4
4kP69y3GKHi9tXckfgp4bK,For Once In My Life,1960,0.524,0.519,6,-11.903,1,0.043,0.195,0.0,0.523,0.847,110.121,audio_features,spotify:track:4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/tracks/4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/audio-analysis/4kP69y3GKHi9tXckfgp4bK,169800,4
2gE95JskwQ1pCACTpGe1Db,Down On The Corner,1960,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,audio_features,spotify:track:2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/tracks/2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/audio-analysis/2gE95JskwQ1pCACTpGe1Db,166280,4
2gE95JskwQ1pCACTpGe1Db,Down On The Corner,1960,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,audio_features,spotify:track:2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/tracks/2gE95JskwQ1pCACTpGe1Db,https://api.spotify.com/v1/audio-analysis/2gE95JskwQ1pCACTpGe1Db,166280,4
